state,fips.code,county,age.adjusted.percent.2004,age.adjusted.percent.2014
Illinois,17087,Johnson County,24.9,28.8
Illinois,17089,Kane County,23.2,24.8
Illinois,17091,Kankakee County,23.6,29.7
Illinois,17093,Kendall County,22.6,33.5
Illinois,17095,Knox County,24,25.5
Illinois,17097,Lake County,20.7,27.8
Illinois,17099,LaSalle County,23.3,26.5
Illinois,17101,Lawrence County,23.8,28.6
Illinois,17103,Lee County,24.3,31.9
Illinois,17105,Livingston County,24.7,28.4
Illinois,17107,Logan County,25.1,28.8
Illinois,17109,McDonough County,25,27.1
Illinois,17111,McHenry County,23.9,26.9
Illinois,17113,McLean County,23.5,29.2
Illinois,17115,Macon County,25.2,29.2
Illinois,17117,Macoupin County,24.4,30.3
Illinois,17119,Madison County,25.4,31.8
Illinois,17121,Marion County,24.8,32.9
Illinois,17123,Marshall County,23.3,28.2
Illinois,17125,Mason County,23.5,30.9
Illinois,17127,Massac County,23.5,30.1
Illinois,17129,Menard County,23.3,27.4
Illinois,17131,Mercer County,24.6,30.4
Illinois,17133,Monroe County,23.2,32.4
Illinois,17135,Montgomery County,24.9,30.7
Illinois,17137,Morgan County,24.2,28.2
Illinois,17139,Moultrie County,23.3,28
Illinois,17141,Ogle County,23.4,30.5
Illinois,17143,Peoria County,25.3,28.5
Illinois,17145,Perry County,24.6,28.7
Illinois,17147,Piatt County,23.6,28
Illinois,17149,Pike County,24,32.1
Illinois,17151,Pope County,24.2,28.4
Illinois,17153,Pulaski County,25.1,26.5
Illinois,17155,Putnam County,24.6,28.8
Illinois,17157,Randolph County,23.6,27.1
Illinois,17159,Richland County,24.3,28.1
Illinois,17161,Rock Island County,26.3,31.2
Illinois,17163,St. Clair County,27.6,32.7
Illinois,17165,Saline County,24.5,29.5
Illinois,17167,Sangamon County,24.1,27.9
Illinois,17169,Schuyler County,23.7,31
Illinois,17171,Scott County,23.4,29.5
Illinois,17173,Shelby County,24.2,29.9
Illinois,17175,Stark County,23.8,29.5
Illinois,17177,Stephenson County,23.6,32.3
Illinois,17179,Tazewell County,24.5,30.1
Illinois,17181,Union County,23.5,27.4
Illinois,17183,Vermilion County,26,35.1
Illinois,17185,Wabash County,24.1,31.5
Illinois,17187,Warren County,23.5,29.9
Illinois,17189,Washington County,24.5,27.9
Illinois,17191,Wayne County,23.3,28.6
Illinois,17193,White County,23.9,28
Illinois,17195,Whiteside County,24.1,28
Illinois,17197,Will County,25.5,27.7
Illinois,17199,Williamson County,25.1,31.2
Illinois,17201,Winnebago County,24.5,33.4
Illinois,17203,Woodford County,25.1,30
Indiana,18001,Adams County,25.7,32.6
Indiana,18003,Allen County,24.7,29.9
Indiana,18005,Bartholomew County,25.7,29.3
Indiana,18007,Benton County,26.3,32.2
Indiana,18009,Blackford County,25.6,36.2
Indiana,18011,Boone County,25.6,27.1
Indiana,18013,Brown County,25.6,29.9
Indiana,18015,Carroll County,27.5,26.3
Indiana,18017,Cass County,24.6,33.5
Indiana,18019,Clark County,25.7,33.1
Indiana,18021,Clay County,26.3,32.8
Indiana,18023,Clinton County,25.6,30.5
Indiana,18025,Crawford County,24.7,32.5
Indiana,18027,Daviess County,27.3,37.5
Indiana,18029,Dearborn County,25.1,32
Indiana,18031,Decatur County,28.1,32.2
Indiana,18033,DeKalb County,27.1,32.5
Indiana,18035,Delaware County,25.8,31.5
Indiana,18037,Dubois County,24.3,29
Indiana,18039,Elkhart County,25.1,32.6
Indiana,18041,Fayette County,25.9,32.8
Indiana,18043,Floyd County,25,29.6
Indiana,18045,Fountain County,25.7,29.4
Indiana,18047,Franklin County,26.2,25.3
Indiana,18049,Fulton County,26,37.6
Indiana,18051,Gibson County,26.4,31.7
Indiana,18053,Grant County,27.8,37.1
Indiana,18055,Greene County,26.3,32.7
Indiana,18057,Hamilton County,21.9,25.4
Indiana,18059,Hancock County,23.8,34.4
Indiana,18061,Harrison County,26.4,35.7
Indiana,18063,Hendricks County,26.3,31.4
Indiana,18065,Henry County,26.4,36.4
Indiana,18067,Howard County,25.1,31
Indiana,18069,Huntington County,24.5,32.2
Indiana,18071,Jackson County,25.6,36.6
Indiana,18073,Jasper County,26.9,29
Indiana,18075,Jay County,25.1,33.7
Indiana,18077,Jefferson County,25.7,34.6
Indiana,18079,Jennings County,26,32.6
Indiana,18081,Johnson County,24.1,29.7
Indiana,18083,Knox County,26.6,32.1
Indiana,18085,Kosciusko County,25.2,32.9
Indiana,18087,LaGrange County,25.3,34.1
Indiana,18089,Lake County,29.6,33.7
Indiana,18091,LaPorte County,25.5,34.7
Indiana,18093,Lawrence County,26.7,38.1
Indiana,18095,Madison County,25.2,33.1
Indiana,18097,Marion County,25.6,32.1
Indiana,18099,Marshall County,25.3,30.4
Indiana,18101,Martin County,26.8,35.4
Indiana,18103,Miami County,27.6,35.3
Indiana,18105,Monroe County,24.2,22.5
Indiana,18107,Montgomery County,26.8,32.3
Indiana,18109,Morgan County,25,32.7
Indiana,18111,Newton County,27.1,34.9
Indiana,18113,Noble County,27.6,31.4
Indiana,18115,Ohio County,26.5,29.8
Indiana,18117,Orange County,26.4,35.2
Indiana,18119,Owen County,26.9,33.5
Indiana,18121,Parke County,26.6,33.4
Indiana,18123,Perry County,26.1,32.4
Indiana,18125,Pike County,26.1,36.2
Indiana,18127,Porter County,24.7,31.4
Indiana,18129,Posey County,25.4,28.4
Indiana,18131,Pulaski County,26.2,31.1
Indiana,18133,Putnam County,24.8,31.2
Indiana,18135,Randolph County,27,35.4
Indiana,18137,Ripley County,25.9,32.4
Indiana,18139,Rush County,25.7,32.2
Indiana,18141,St. Joseph County,26.3,29.7
Indiana,18143,Scott County,26.5,29
Indiana,18145,Shelby County,26.4,32.6
Indiana,18147,Spencer County,25.9,30
Indiana,18149,Starke County,26.2,36
Indiana,18151,Steuben County,24.8,33.5
Indiana,18153,Sullivan County,26.3,32.6
Indiana,18155,Switzerland County,26.1,31.6
Indiana,18157,Tippecanoe County,25.9,26.7
Indiana,18159,Tipton County,26.5,30.7
Indiana,18161,Union County,26.1,29.4
Indiana,18163,Vanderburgh County,26.8,33
Indiana,18165,Vermillion County,26.4,32.9
Indiana,18167,Vigo County,28,32.7
Indiana,18169,Wabash County,25.9,31.2
Indiana,18171,Warren County,26.2,31.4
Indiana,18173,Warrick County,25.5,28.7
Indiana,18175,Washington County,26,30
Indiana,18177,Wayne County,27.7,29.1
Indiana,18179,Wells County,24.1,27.9
Indiana,18181,White County,26.7,34.4
Indiana,18183,Whitley County,26.5,31.5
Iowa,19001,Adair County,24.7,32
Iowa,19003,Adams County,25.1,30.4
Iowa,19005,Allamakee County,24.2,33.2
Iowa,19007,Appanoose County,24.6,35.3
Iowa,19009,Audubon County,24.3,30.8
Iowa,19011,Benton County,25.2,34.2
Iowa,19013,Black Hawk County,26.7,29.8
Iowa,19015,Boone County,24.9,31.9
Iowa,19017,Bremer County,23.9,32.3
Iowa,19019,Buchanan County,26.3,34.8
Iowa,19021,Buena Vista County,25.4,32.8
Iowa,19023,Butler County,25.2,33.7
Iowa,19025,Calhoun County,24.4,31.9
Iowa,19027,Carroll County,24.9,30.2
Iowa,19029,Cass County,25,35.2
Iowa,19031,Cedar County,25.2,31.6
Iowa,19033,Cerro Gordo County,26.9,32.9
Iowa,19035,Cherokee County,24.6,37.6
Iowa,19037,Chickasaw County,24.8,32.3
Iowa,19039,Clarke County,25.6,30
Iowa,19041,Clay County,24.8,33.5
Iowa,19043,Clayton County,25.4,31.4
Iowa,19045,Clinton County,26.2,33.2
Iowa,19047,Crawford County,24,34.1
Iowa,19049,Dallas County,22.8,29.6
Iowa,19051,Davis County,25.3,32.5
Iowa,19053,Decatur County,25.1,33
Iowa,19055,Delaware County,25.1,33.3
Iowa,19057,Des Moines County,26.7,30.8
Iowa,19059,Dickinson County,25.9,33.3
Iowa,19061,Dubuque County,24.5,27.9
Iowa,19063,Emmet County,24.5,32.8
Iowa,19065,Fayette County,24.9,37.6
Iowa,19067,Floyd County,26,30.5
Iowa,19069,Franklin County,25,32.4
Iowa,19071,Fremont County,25.9,32.5
Iowa,19073,Greene County,25.3,28.9
Iowa,19075,Grundy County,23.3,31.4
Iowa,19077,Guthrie County,24.4,35.9
Iowa,19079,Hamilton County,25.6,30.2
Iowa,19081,Hancock County,25.1,35.3
Iowa,19083,Hardin County,24.3,34.6
Iowa,19085,Harrison County,25.9,31.9
Iowa,19087,Henry County,25.2,34.4
Iowa,19089,Howard County,24.6,30.6
Iowa,19091,Humboldt County,24.7,31.5
Iowa,19093,Ida County,24.8,27.5
Iowa,19095,Iowa County,25.7,30.1
Iowa,19097,Jackson County,24.2,32.7
Iowa,19099,Jasper County,25.7,31.9
Iowa,19101,Jefferson County,23.9,26.8
Iowa,19103,Johnson County,22.2,23.5
Iowa,19105,Jones County,24.1,37.4
Iowa,19107,Keokuk County,26.3,29.4
Iowa,19109,Kossuth County,24.3,32.2
Iowa,19111,Lee County,25,31.5
Iowa,19113,Linn County,23.8,30.7
Iowa,19115,Louisa County,24.1,37.1
Iowa,19117,Lucas County,24.7,33.6
Iowa,19119,Lyon County,23.8,31.5
Iowa,19121,Madison County,25.1,33.7
Iowa,19123,Mahaska County,24.7,31.6
Iowa,19125,Marion County,23.6,32.9
Iowa,19127,Marshall County,27.9,34.5
Iowa,19129,Mills County,24.6,34.1
Iowa,19131,Mitchell County,25,30
Iowa,19133,Monona County,24.4,32.6
Iowa,19135,Monroe County,25.5,32.1
Iowa,19137,Montgomery County,25.6,37.9
Iowa,19139,Muscatine County,25.3,33.9
Iowa,19141,O'Brien County,24.6,31.3
Iowa,19143,Osceola County,26.3,34.2
Iowa,19145,Page County,25.4,35.1
Iowa,19147,Palo Alto County,24.4,35.9
Iowa,19149,Plymouth County,24.2,31.7
Iowa,19151,Pocahontas County,24.4,31.2
Iowa,19153,Polk County,24,29
Iowa,19155,Pottawattamie County,26.6,36
Iowa,19157,Poweshiek County,24.8,31.7
Iowa,19159,Ringgold County,25,34.9
Iowa,19161,Sac County,24.9,32.7
Iowa,19163,Scott County,23.2,31.6
Iowa,19165,Shelby County,25.9,28.9
Iowa,19167,Sioux County,22.6,28.8
Iowa,19169,Story County,21.9,27.5
Iowa,19171,Tama County,24.5,30.8
Iowa,19173,Taylor County,24.5,30.5
Iowa,19175,Union County,24.8,37.8
Iowa,19177,Van Buren County,25.3,35.5
Iowa,19179,Wapello County,25.6,35.5
Iowa,19181,Warren County,24.9,30.5
Iowa,19183,Washington County,23.5,31.2
Iowa,19185,Wayne County,24.9,33.1
Iowa,19187,Webster County,26.8,30.9
Iowa,19189,Winnebago County,24.8,28.2
Iowa,19191,Winneshiek County,24.8,25
Iowa,19193,Woodbury County,24.4,34.1
Iowa,19195,Worth County,25.2,33.4
Iowa,19197,Wright County,24.7,34.4
Kansas,20001,Allen County,25.5,34.5
Kansas,20003,Anderson County,25.2,33.5
Kansas,20005,Atchison County,27.1,33.2
Kansas,20007,Barber County,24.2,37.1
Kansas,20009,Barton County,24.4,35.2
Kansas,20011,Bourbon County,24.1,34.3
Kansas,20013,Brown County,25.7,29.4
Kansas,20015,Butler County,25.3,31.6
Kansas,20017,Chase County,25.9,28.2
Kansas,20019,Chautauqua County,26.1,34.8
Kansas,20021,Cherokee County,26.7,37.2
Kansas,20023,Cheyenne County,24.9,34.4
Kansas,20025,Clark County,25.8,31.5
Kansas,20027,Clay County,25.9,36.8
Kansas,20029,Cloud County,25.5,30.1
Kansas,20031,Coffey County,25.7,30.3
Kansas,20033,Comanche County,24.7,34.3
Kansas,20035,Cowley County,25.7,36.4
Kansas,20037,Crawford County,25.7,33.1
Kansas,20039,Decatur County,25.3,36.9
Kansas,20041,Dickinson County,27.9,32
Kansas,20043,Doniphan County,25.1,32.2
Kansas,20045,Douglas County,21.5,24.4
Kansas,20047,Edwards County,24.9,32.7
Kansas,20049,Elk County,25.3,33
Kansas,20051,Ellis County,22.7,31.6
Kansas,20053,Ellsworth County,25.1,33.2
Kansas,20055,Finney County,23.8,34.9
Kansas,20057,Ford County,25.8,30.5
Kansas,20059,Franklin County,25.8,33.6
Kansas,20061,Geary County,24.4,33.1
Kansas,20063,Gove County,24,30.4
Kansas,20065,Graham County,24.4,28.9
Kansas,20067,Grant County,26.6,35.4
Kansas,20069,Gray County,25,36
Kansas,20071,Greeley County,25,32.7
Kansas,20073,Greenwood County,26.1,32.8
Kansas,20075,Hamilton County,25.2,37
Kansas,20077,Harper County,25.1,34.7
Kansas,20079,Harvey County,23.8,31.1
Kansas,20081,Haskell County,25.3,33.6
Kansas,20083,Hodgeman County,24.5,32.1
Kansas,20085,Jackson County,25.6,33.2
Kansas,20087,Jefferson County,25.5,29.6
Kansas,20089,Jewell County,24.7,30
Kansas,20091,Johnson County,18.7,24.5
Kansas,20093,Kearny County,24.3,28.5
Kansas,20095,Kingman County,25.6,32.3
Kansas,20097,Kiowa County,24.6,32.9
Kansas,20099,Labette County,25.3,34
Kansas,20101,Lane County,26.2,31
Kansas,20103,Leavenworth County,23.9,32.3
Kansas,20105,Lincoln County,24.6,31.1
Kansas,20107,Linn County,25.5,31.3
Kansas,20109,Logan County,24.5,31.2
Kansas,20111,Lyon County,23.4,34.7
Kansas,20113,McPherson County,25.1,29.2
Kansas,20115,Marion County,25,31.1
Kansas,20117,Marshall County,26.7,32.6
Kansas,20119,Meade County,24.3,26.8
Kansas,20121,Miami County,25.8,33.9
Kansas,20123,Mitchell County,22.8,32.2
Kansas,20125,Montgomery County,27,35.3
Kansas,20127,Morris County,25.7,35.7
Kansas,20129,Morton County,25.4,32
Kansas,20131,Nemaha County,24.1,30.5
Kansas,20133,Neosho County,25.3,33.8
Kansas,20135,Ness County,24.4,31.3
Kansas,20137,Norton County,24.6,32.6
Kansas,20139,Osage County,26.4,37.3
Kansas,20141,Osborne County,24.4,33.7
Kansas,20143,Ottawa County,25.8,38.4
Kansas,20145,Pawnee County,24.4,30.1
Kansas,20147,Phillips County,25.3,28.6
Kansas,20149,Pottawatomie County,24,31.2
Kansas,20151,Pratt County,24,34
Kansas,20153,Rawlins County,24.6,32.6
Kansas,20155,Reno County,24.9,35.7
Kansas,20157,Republic County,23.8,31.3
Kansas,20159,Rice County,26.6,32.7
Kansas,20161,Riley County,21.7,24.6
Kansas,20163,Rooks County,24,32.9
Kansas,20165,Rush County,26.4,32.9
Kansas,20167,Russell County,25.9,30.6
Kansas,20169,Saline County,24.1,35.1
Kansas,20171,Scott County,25.5,32.2
Kansas,20173,Sedgwick County,24,31.1
Kansas,20175,Seward County,24.8,38.3
Kansas,20177,Shawnee County,26.5,33.1
Kansas,20179,Sheridan County,24,31.8
Kansas,20181,Sherman County,26.2,29.9
Kansas,20183,Smith County,24.3,34.6
Kansas,20185,Stafford County,23.9,32.6
Kansas,20187,Stanton County,24.5,31.3
Kansas,20189,Stevens County,24.3,34.7
Kansas,20191,Sumner County,28.4,30.7
Kansas,20193,Thomas County,23.9,35.1
Kansas,20195,Trego County,24.9,29.4
Kansas,20197,Wabaunsee County,24.6,30.7
Kansas,20199,Wallace County,25.6,33.2
Kansas,20201,Washington County,25,30.9
Kansas,20203,Wichita County,26.3,29.2
Kansas,20205,Wilson County,25.1,33
Kansas,20207,Woodson County,24.5,33.6
Kansas,20209,Wyandotte County,28,36
Kentucky,21001,Adair County,29.6,34.2
Kentucky,21003,Allen County,30.2,33.8
Kentucky,21005,Anderson County,25.6,34.3
Kentucky,21007,Ballard County,27.3,34.3
Kentucky,21009,Barren County,25.8,30.8
Kentucky,21011,Bath County,30,30
Kentucky,21013,Bell County,27.5,38.1
Kentucky,21015,Boone County,24.5,32.1
Kentucky,21017,Bourbon County,28.5,34
Kentucky,21019,Boyd County,29.2,38.9
Kentucky,21021,Boyle County,26.3,32.2
Kentucky,21023,Bracken County,27.7,32.1
Kentucky,21025,Breathitt County,31.6,41.4
Kentucky,21027,Breckinridge County,26.1,36.5
Kentucky,21029,Bullitt County,27.5,32.4
Kentucky,21031,Butler County,28.3,33.2
Kentucky,21033,Caldwell County,25.7,35.1
Kentucky,21035,Calloway County,22.3,30.3
Kentucky,21037,Campbell County,26.1,31.3
Kentucky,21039,Carlisle County,27.5,33.6
Kentucky,21041,Carroll County,25.9,35.1
Kentucky,21043,Carter County,27.5,38.9
Kentucky,21045,Casey County,26.8,36.7
Kentucky,21047,Christian County,28.1,36.7
Kentucky,21049,Clark County,27.8,30.3
Kentucky,21051,Clay County,28.7,37.9
Kentucky,21053,Clinton County,26.6,34.9
Kentucky,21055,Crittenden County,26.4,33.8
Kentucky,21057,Cumberland County,28.1,31.9
Kentucky,21059,Daviess County,25.5,30.1
Kentucky,21061,Edmonson County,26,31.2
Kentucky,21063,Elliott County,27.2,33.8
Kentucky,21065,Estill County,26.6,35
Kentucky,21067,Fayette County,25.8,27.3
Kentucky,21069,Fleming County,25.4,34.2
Kentucky,21071,Floyd County,30.1,37.6
Kentucky,21073,Franklin County,25.6,33
Kentucky,21075,Fulton County,26.8,31.8
Kentucky,21077,Gallatin County,28.2,35.4
Kentucky,21079,Garrard County,25.7,30.1
Kentucky,21081,Grant County,25.8,36.1
Kentucky,21083,Graves County,26.1,30.1
Kentucky,21085,Grayson County,28.5,36.6
Kentucky,21087,Green County,27.3,38.2
Kentucky,21089,Greenup County,29.9,39.9
Kentucky,21091,Hancock County,26.4,34.5
Kentucky,21093,Hardin County,26,32.6
Kentucky,21095,Harlan County,30.9,36.3
Kentucky,21097,Harrison County,27.6,29.6
Kentucky,21099,Hart County,27.7,37.2
Kentucky,21101,Henderson County,24.5,32.5
Kentucky,21103,Henry County,28.1,31.3
Kentucky,21105,Hickman County,28.5,35.6
Kentucky,21107,Hopkins County,29.6,35
Kentucky,21109,Jackson County,29,37.4
Kentucky,21111,Jefferson County,26.5,31.4
Kentucky,21113,Jessamine County,27.7,31.3
Kentucky,21115,Johnson County,28.4,37.1
Kentucky,21117,Kenton County,22.7,28.1
Kentucky,21119,Knott County,28.2,40
Kentucky,21121,Knox County,27.5,39.5
Kentucky,21123,Larue County,26.8,33.4
Kentucky,21125,Laurel County,27,37.7
Kentucky,21127,Lawrence County,29.7,42.3
Kentucky,21129,Lee County,28,33.5
Kentucky,21131,Leslie County,28.8,43.4
Kentucky,21133,Letcher County,30.1,38.4
Kentucky,21135,Lewis County,27.3,38.7
Kentucky,21137,Lincoln County,26.9,30.5
Kentucky,21139,Livingston County,27.2,29.4
Kentucky,21141,Logan County,28.2,35.2
Kentucky,21143,Lyon County,27.1,33.3
Kentucky,21145,McCracken County,25.7,33.7
Kentucky,21147,McCreary County,28.8,34.2
Kentucky,21149,McLean County,28.4,37
Kentucky,21151,Madison County,26.7,32.1
Kentucky,21153,Magoffin County,30.2,33.3
Kentucky,21155,Marion County,26.8,30.4
Kentucky,21157,Marshall County,25.9,34.5
Kentucky,21159,Martin County,30.2,39.1
Kentucky,21161,Mason County,26,29.8
Kentucky,21163,Meade County,26.4,35.6
Kentucky,21165,Menifee County,27.4,33
Kentucky,21167,Mercer County,27.9,35.6
Kentucky,21169,Metcalfe County,26.6,33.6
Kentucky,21171,Monroe County,27.1,29.6
Kentucky,21173,Montgomery County,29.3,32
Kentucky,21175,Morgan County,28.8,35.4
Kentucky,21177,Muhlenberg County,28.9,38
Kentucky,21179,Nelson County,27.9,32
Kentucky,21181,Nicholas County,27.4,32.2
Kentucky,21183,Ohio County,28.8,37.3
Kentucky,21185,Oldham County,23.4,27.3
Kentucky,21187,Owen County,26.4,29.6
Kentucky,21189,Owsley County,26,33.4
Kentucky,21191,Pendleton County,26.9,31.9
Kentucky,21193,Perry County,28.1,36.9
Kentucky,21195,Pike County,31,38.6
Kentucky,21197,Powell County,26.8,36
Kentucky,21199,Pulaski County,25.3,33.5
Kentucky,21201,Robertson County,26.3,34.7
Kentucky,21203,Rockcastle County,29.3,36.1
Kentucky,21205,Rowan County,26.9,34.4
Kentucky,21207,Russell County,26.9,34.5
Kentucky,21209,Scott County,26.6,29
Kentucky,21211,Shelby County,30.1,32.6
Kentucky,21213,Simpson County,26.1,35.2
Kentucky,21215,Spencer County,26.5,29.7
Kentucky,21217,Taylor County,25.8,35.6
Kentucky,21219,Todd County,29.8,33.7
Kentucky,21221,Trigg County,27,33.3
Kentucky,21223,Trimble County,27.8,33.8
Kentucky,21225,Union County,28.1,30.5
Kentucky,21227,Warren County,24.4,31.5
Kentucky,21229,Washington County,28,32.9
Kentucky,21231,Wayne County,26.6,37.2
Kentucky,21233,Webster County,30.2,35.5
Kentucky,21235,Whitley County,30.1,36.4
Kentucky,21237,Wolfe County,27.2,32
Kentucky,21239,Woodford County,26.9,28.8
Louisiana,22001,Acadia Parish,28.7,32.8
Louisiana,22003,Allen Parish,29,34.3
Louisiana,22005,Ascension Parish,25.1,30.9
Louisiana,22007,Assumption Parish,29,34.6
Louisiana,22009,Avoyelles Parish,28.6,37
Louisiana,22011,Beauregard Parish,26,35.8
Louisiana,22013,Bienville Parish,30.7,38.6
Louisiana,22015,Bossier Parish,24.8,34.6
Louisiana,22017,Caddo Parish,26.9,34.3
Louisiana,22019,Calcasieu Parish,26.5,32.1
Louisiana,22021,Caldwell Parish,27.8,36.3
Louisiana,22023,Cameron Parish,25.5,31.1
Louisiana,22025,Catahoula Parish,27.7,35.4
Louisiana,22027,Claiborne Parish,30.2,37.2
Louisiana,22029,Concordia Parish,28,38.4
Louisiana,22031,De Soto Parish,30.4,38.9
Louisiana,22033,East Baton Rouge Parish,24.8,32.8
Louisiana,22035,East Carroll Parish,31.9,42.1
Louisiana,22037,East Feliciana Parish,30.6,42
Louisiana,22039,Evangeline Parish,27.6,41.9
Louisiana,22041,Franklin Parish,27.2,38.3
Louisiana,22043,Grant Parish,27.5,33.7
Louisiana,22045,Iberia Parish,25.5,35.8
Louisiana,22047,Iberville Parish,30.2,39.6
Louisiana,22049,Jackson Parish,25.8,35
Louisiana,22051,Jefferson Parish,26.9,35.4
Louisiana,22053,Jefferson Davis Parish,27,36.2
Louisiana,22055,Lafayette Parish,24.5,30.8
Louisiana,22057,Lafourche Parish,28.7,36.6
Louisiana,22059,La Salle Parish,27.3,33.2
Louisiana,22061,Lincoln Parish,29.6,37.3
Louisiana,22063,Livingston Parish,26.1,34.1
Louisiana,22065,Madison Parish,32.4,41.8
Louisiana,22067,Morehouse Parish,29.1,39.8
Louisiana,22069,Natchitoches Parish,28.4,34.9
Louisiana,22071,Orleans Parish,29.4,31.7
Louisiana,22073,Ouachita Parish,27.1,35.7
Louisiana,22075,Plaquemines Parish,27.6,33.2
Louisiana,22077,Pointe Coupee Parish,29.5,35.3
Louisiana,22079,Rapides Parish,27.6,35.7
Louisiana,22081,Red River Parish,30.8,40.7
Louisiana,22083,Richland Parish,29,37.2
Louisiana,22085,Sabine Parish,27.3,39.4
Louisiana,22087,St. Bernard Parish,27.4,35.1
Louisiana,22089,St. Charles Parish,28.4,35.4
Louisiana,22091,St. Helena Parish,29.3,40.6
Louisiana,22093,St. James Parish,27.8,36.9
Louisiana,22095,St. John the Baptist Pa,27.9,35.4
Louisiana,22097,St. Landry Parish,29.4,39.5
Louisiana,22099,St. Martin Parish,28.3,33.9
Louisiana,22101,St. Mary Parish,31.7,37.9
Louisiana,22103,St. Tammany Parish,22.3,27.5
Louisiana,22105,Tangipahoa Parish,26.9,39.1
Louisiana,22107,Tensas Parish,29.8,35
Louisiana,22109,Terrebonne Parish,30.3,39.3
Louisiana,22111,Union Parish,28,34.5
Louisiana,22113,Vermilion Parish,26.5,31
Louisiana,22115,Vernon Parish,26.1,36.7
Louisiana,22117,Washington Parish,29.2,37.4
Louisiana,22119,Webster Parish,28.6,36.1
Louisiana,22121,West Baton Rouge Parish,28.2,39.9
Louisiana,22123,West Carroll Parish,26,36.4
Louisiana,22125,West Feliciana Parish,29.5,34.1
Louisiana,22127,Winn Parish,28.4,37.8
Maine,23001,Androscoggin County,23.6,33
Maine,23003,Aroostook County,26,34.3
Maine,23005,Cumberland County,17.2,22.3
Maine,23007,Franklin County,24.3,30
Maine,23009,Hancock County,20.8,23.8
Maine,23011,Kennebec County,26.2,30.8
Maine,23013,Knox County,22.4,23.1
Maine,23015,Lincoln County,20,24.3
Maine,23017,Oxford County,26.8,31.1
Maine,23019,Penobscot County,23,30.1
Maine,23021,Piscataquis County,24.4,33.3
Maine,23023,Sagadahoc County,22,24.7
Maine,23025,Somerset County,22.7,35.1
Maine,23027,Waldo County,23.9,28.2
Maine,23029,Washington County,28.1,28
Maine,23031,York County,21.7,27.2
Maryland,24001,Allegany County,24.6,32.4
Maryland,24003,Anne Arundel County,22.7,28.8
Maryland,24005,Baltimore County,22.1,28.6
Maryland,24009,Calvert County,23.7,28.9
Maryland,24011,Caroline County,27.5,34.6
Maryland,24013,Carroll County,21.3,27.1
Maryland,24015,Cecil County,24.7,33.1
Maryland,24017,Charles County,26,35.5
Maryland,24019,Dorchester County,26.1,35.6
Maryland,24021,Frederick County,23,28.6
Maryland,24023,Garrett County,25.7,30.2
Maryland,24025,Harford County,23.2,27.2
Maryland,24027,Howard County,20.6,21.1
Maryland,24029,Kent County,22.4,27.9
Maryland,24031,Montgomery County,16.8,19.7
Maryland,24033,Prince George's County,27.9,33
Maryland,24035,Queen Anne's County,21.1,27.9
Maryland,24037,St. Mary's County,25.1,31.6
Maryland,24039,Somerset County,25.8,42.4
Maryland,24041,Talbot County,20.6,29.1
Maryland,24043,Washington County,23.4,33.4
Maryland,24045,Wicomico County,26.3,35.8
Maryland,24047,Worcester County,24.7,29.1
Maryland,24510,Baltimore city,29.1,33.5
Massachusetts,25001,Barnstable County,16.6,19.2
Massachusetts,25003,Berkshire County,17.2,23.1
Massachusetts,25005,Bristol County,24.6,27.9
Massachusetts,25007,Dukes County,16.9,21.1
Massachusetts,25009,Essex County,19,24.9
Massachusetts,25011,Franklin County,19.5,20.1
Massachusetts,25013,Hampden County,22.3,27.3
Massachusetts,25015,Hampshire County,15.5,18.6
Massachusetts,25017,Middlesex County,17.8,22.2
Massachusetts,25019,Nantucket County,18.6,19.5
Massachusetts,25021,Norfolk County,16.8,19.9
Massachusetts,25023,Plymouth County,20.2,27
Massachusetts,25025,Suffolk County,18.5,21.8
Massachusetts,25027,Worcester County,21.6,26.6
Michigan,26001,Alcona County,26.4,30.2
Michigan,26003,Alger County,26.2,29
Michigan,26005,Allegan County,24.5,29.7
Michigan,26007,Alpena County,25.9,31.4
Michigan,26009,Antrim County,25.1,32
Michigan,26011,Arenac County,26.4,33.4
Michigan,26013,Baraga County,27.4,32.2
Michigan,26015,Barry County,25.4,30.7
Michigan,26017,Bay County,27.4,35.1
Michigan,26019,Benzie County,27.4,27.8
Michigan,26021,Berrien County,25.6,34.6
Michigan,26023,Branch County,25.6,31.2
Michigan,26025,Calhoun County,26.1,33.4
Michigan,26027,Cass County,25.7,34.8
Michigan,26029,Charlevoix County,26.1,27.7
Michigan,26031,Cheboygan County,25,32.8
Michigan,26033,Chippewa County,27.1,34.5
Michigan,26035,Clare County,27.3,33.3
Michigan,26037,Clinton County,27.1,31
Michigan,26039,Crawford County,25.8,29.4
Michigan,26041,Delta County,27.5,31.5
Michigan,26043,Dickinson County,26.9,29.3
Michigan,26045,Eaton County,26.1,35.2
Michigan,26047,Emmet County,25.7,29.2
Michigan,26049,Genesee County,29.1,32.5
Michigan,26051,Gladwin County,27.7,34.4
Michigan,26053,Gogebic County,26.9,30.7
Michigan,26055,Grand Traverse County,25.7,26
Michigan,26057,Gratiot County,27.1,33.4
Michigan,26059,Hillsdale County,26.8,31.5
Michigan,26061,Houghton County,26.8,30.6
Michigan,26063,Huron County,27.1,30.8
Michigan,26065,Ingham County,26.3,30.3
Michigan,26067,Ionia County,28.1,37.7
Michigan,26069,Iosco County,27.6,32.7
