status	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	feature76	feature77	feature78	feature79	feature80	feature81	feature82	feature83	feature84	feature85	feature86	feature87	feature88	feature89	feature90	feature91	feature92	feature93	feature94	feature95	feature96	feature97	feature98	feature99	feature100
Case	 53.14	  8.163	 28.39	  8.8671	 28.32	 86.22559	 32.14	  7.434	 54.111	 11.81	 37.468	 97.271	 79.75	 84.22	 14.244	 87.7099	 50.267	 71.631	 33.42	 19.33	  8.538	 46.715	 64.718	 28.9863	 86.69	 54.8	 55.473	  2.52	 25.36	 51.08	 49.36	 76.97	 70.568	 67.41	 18.59	 23.75	 68.83	  8.40	 36.98	  9.231	 96.75	 76.62	 71.734	 74.05	 96.520	 30.59	 63.44	  8.81	 27.67	 56.54	 87.77	 35.31	 90.09	 94.54	 69.04	 42.36	 57.22	 23.90	 62.34	 16.46	 90.078	 34.93	 60.45	 29.238	 69.528	 75.5325	 96.33	 53.43	 32.56	 78.91	  4.942	  8.00	 70.02	 93.070	 97.102	 85.411	 45.01	 13.10	  6.044	 34.39	 67.57	 61.4564	 14.41	 12.5793	 67.78	 12.031	 90.68	 32.59	 50.27	 56.638	 31.369	 79.549	 87.30	 94.22	 41.408	  9.991	  5.811	 94.661	 99.48	 84.22
Control	 80.23	 19.843	 64.11	 22.9437	 93.19	 27.59667	 22.58	 26.449	 94.240	 61.38	 63.123	 82.083	 17.61	 11.63	 67.610	 53.5448	 44.215	 41.206	 32.74	  9.85	 50.682	 16.502	 49.129	 41.8335	 63.88	 99.6	 77.867	 56.58	 22.15	 35.24	 22.09	 22.85	 11.770	 41.06	 50.71	 90.77	 79.71	 77.75	  1.10	 62.551	 38.48	 27.38	 31.843	 77.14	 44.693	 13.19	 78.27	 51.77	 68.75	 71.78	  0.14	  1.20	 19.20	 99.61	 67.46	 65.23	 15.98	 98.48	 72.15	  0.88	 63.487	 40.17	 35.91	 48.214	 49.645	  8.7857	 47.83	 57.23	 34.40	 64.92	 21.899	 29.92	 12.97	 16.370	 60.482	 52.262	 86.18	 23.52	 90.845	 70.34	 77.54	 23.0697	  8.37	 10.1844	 75.47	 60.535	  5.83	 42.37	  8.46	 46.549	 85.213	 27.301	 17.83	 13.69	  6.191	 19.242	 64.014	 51.144	 44.83	 12.45
Case	 47.95	 97.001	 73.81	 57.6192	 85.64	 67.26136	 65.54	 48.887	 48.945	 10.74	 93.436	 94.751	 81.49	 49.49	 81.396	 92.8969	 51.005	 32.500	 80.97	 86.27	 70.162	  0.191	 27.225	 20.5456	 87.92	 34.2	 66.583	 33.96	 10.91	 61.37	 38.30	 66.49	 38.491	 56.10	 46.33	 91.46	 54.77	 75.04	 64.35	  9.689	 63.48	 94.42	 97.911	 49.65	 45.498	 60.23	 79.97	 40.83	 84.11	 23.07	 64.51	 80.16	  7.69	 85.26	  1.57	 91.92	 19.77	  8.75	 26.35	  3.83	 88.161	  0.42	 62.47	 28.662	 76.761	 63.6292	  5.15	 56.56	 56.62	 71.47	  7.445	 24.99	 28.45	 69.794	 93.508	 57.556	 86.64	 75.09	 78.944	 10.36	 36.14	 52.0709	 29.64	 13.6676	 66.48	 32.151	 90.96	  0.12	 97.87	 73.218	 60.587	 18.956	 78.16	 93.25	 83.552	  3.273	 46.579	 45.437	 16.53	 11.71
Case	 17.74	 52.807	 56.35	 42.5849	 56.76	 33.95236	 41.83	 28.636	 41.454	 51.86	 13.948	 63.521	 73.31	 32.42	 34.573	  9.9971	 46.808	 83.970	 45.12	 71.36	 99.465	 86.838	 62.799	 58.9417	 18.73	 26.6	 44.666	 28.51	 30.32	 29.35	 49.15	  4.62	 77.633	 29.48	 26.23	 39.27	 85.66	 17.52	 54.68	 51.182	 14.92	 44.60	 12.103	 28.84	 42.420	 80.96	 25.03	 77.17	 85.04	 87.04	 16.67	 99.30	  6.04	 65.29	 80.69	 89.32	  3.39	 10.78	 85.76	 84.21	 16.662	 88.40	 57.28	 86.320	 98.151	 44.0284	  4.62	 31.49	 75.24	 74.54	 52.955	 32.83	  8.67	 15.931	 70.878	 91.874	 83.27	 28.42	 22.091	 51.84	 45.51	 52.4579	 99.76	 33.6111	 49.45	 19.248	 89.44	 43.39	 59.40	 38.322	  6.376	 83.333	 87.51	 34.51	 95.993	 87.372	 74.219	 65.133	 57.81	 67.87
Case	 39.71	 11.755	  2.61	 63.2490	 58.75	 59.99818	 22.37	 44.168	 91.013	 88.11	 85.665	 87.030	 23.40	 41.52	 34.952	 94.9483	 79.778	 18.178	 96.19	 15.69	 35.944	 64.164	 74.343	 81.8384	 44.89	 36.9	 15.167	 20.14	 82.13	 57.18	 94.67	 37.35	 54.204	 34.10	 50.45	 21.34	  2.65	 99.87	 22.58	 61.040	 52.01	 54.18	 49.112	 68.57	 77.165	  1.08	 79.89	 69.31	 65.17	 32.82	 23.11	 14.41	  3.77	 66.43	 64.13	 31.23	 16.88	 14.17	 56.76	  0.64	 93.478	 71.94	 80.48	 21.729	 61.252	 52.5131	 60.14	 14.92	 93.78	 33.81	 64.252	 73.42	 63.34	 82.011	 15.158	 77.819	 30.17	 21.59	 34.478	 66.63	 85.16	 47.5258	 77.64	 96.6364	 56.54	  0.445	 66.91	 74.98	 38.45	 74.238	 73.541	 39.014	 29.57	  3.94	  5.291	 13.063	 65.122	 57.956	 56.83	 38.34
Case	 81.42	 94.308	 12.96	 44.6602	 99.25	 65.25348	 41.91	  1.016	 41.542	 38.01	 96.586	 46.957	  6.69	 21.72	 28.842	 77.4039	 93.516	 71.578	 43.12	 68.70	 48.994	 24.361	 84.880	 37.6476	 16.23	 29.0	 90.050	 58.88	 72.96	 23.42	 13.16	 14.15	 85.537	 23.97	 30.20	  8.55	 67.91	 79.16	 18.37	 86.786	  7.78	 16.18	 14.387	 24.51	 71.487	 95.28	  3.10	 20.26	 94.96	 95.56	 92.37	 72.47	 99.87	 19.60	 46.75	 28.21	 84.46	 87.56	 57.99	  6.54	  4.145	 27.28	 62.11	 40.908	 98.167	  0.3199	 98.38	 26.62	 22.04	 77.88	 62.997	  9.95	  7.03	 46.497	 40.304	 42.334	 11.44	 49.35	 75.118	 81.68	 67.48	 38.1065	  4.83	 90.4846	 88.66	 94.830	 46.13	 73.95	 34.80	 99.763	 95.419	 82.464	 25.79	 16.69	 68.714	 45.627	 32.252	 34.329	 41.72	 76.70
Case	 94.14	 51.390	 35.15	 89.4270	 15.27	 11.69663	 19.69	 68.441	 25.032	 22.34	 47.259	 51.486	 80.81	 49.74	 24.852	 53.8186	 78.185	 42.362	 67.68	 38.48	 64.748	 68.632	 68.390	 68.7366	 89.58	  7.1	 73.733	 57.65	 49.97	 34.08	 82.38	 33.35	 26.997	 95.20	  8.60	 23.15	 33.30	 93.88	 15.86	 71.766	 58.20	 69.31	 43.435	 70.64	 65.389	 53.75	 30.54	 67.57	 26.98	 89.63	 24.19	  0.43	 72.40	 62.22	 49.02	 63.87	  5.17	 98.94	  0.02	 46.20	 25.984	 61.08	 86.78	 35.022	 19.468	 85.2639	  7.29	 83.65	 83.36	 51.20	  9.145	 77.86	 43.76	 97.765	 21.073	 79.707	  3.89	 31.58	 67.384	 88.11	 92.30	  7.5851	 42.34	 36.9296	 87.72	 37.503	 61.78	  0.87	 91.57	  5.232	 90.249	 84.591	 77.25	 79.75	 47.505	 45.463	 42.325	  4.820	 59.43	 43.86
Case	 17.33	 50.822	 73.91	 17.3060	 93.72	 10.89155	 24.42	 99.070	 62.903	 21.52	 35.302	 83.886	  5.46	  1.21	 45.384	 43.2230	 87.170	 43.739	 47.28	 24.49	 67.932	 94.946	 35.483	 60.4864	 89.79	 53.3	 86.351	 83.57	 92.19	 76.32	  0.58	 28.56	 85.143	 70.85	 74.40	 16.76	 39.89	 36.79	 75.57	  5.886	  7.10	 79.73	 46.351	 11.94	 39.636	 54.41	 38.08	 28.28	 83.91	 95.92	 40.76	 11.73	  3.40	 34.51	 86.92	 50.98	 86.99	 68.34	 76.39	 29.22	 56.372	 13.33	 59.32	 31.614	 45.962	 49.6393	  9.77	 20.71	 92.91	 36.86	 71.531	 70.23	  8.98	 29.712	 95.084	 42.200	 68.35	 36.77	 83.864	 83.58	  3.41	 74.5409	 47.92	 68.6687	 41.34	 94.463	 10.25	 53.24	 13.89	 23.294	 69.851	 20.294	 47.31	 46.04	 91.066	  1.508	 21.013	  8.368	  9.27	 65.93
Control	 35.49	 78.693	 17.07	 74.6961	 61.09	 61.69798	 38.87	 41.321	 79.961	 18.73	 20.410	 63.197	 40.02	  3.95	 65.196	 67.3668	 55.310	 56.813	 41.68	 79.16	 52.847	 82.497	 51.976	 99.8791	 48.03	 76.4	 97.368	 37.02	 11.92	 79.49	 63.19	 41.94	 49.473	 72.51	 53.89	 60.64	  3.55	 38.01	 89.62	 44.751	 25.25	 77.36	 44.196	 40.46	 43.237	 71.04	 93.02	 53.31	 30.33	 60.86	 30.01	 11.98	  4.09	 98.95	 64.01	 92.54	 46.44	 22.18	 35.99	 57.73	 97.891	 94.08	 88.38	 83.025	  6.352	 29.1807	 33.16	 42.21	 27.58	  5.69	 91.670	  0.33	 72.26	  8.206	 82.467	 17.371	 46.18	 23.98	 71.154	 24.46	 86.34	  9.3776	 57.84	 73.7895	 45.65	 62.625	 96.09	 49.70	 71.97	 94.943	 17.911	 64.062	 30.58	 24.43	 49.287	 30.732	  1.980	 97.641	  5.21	 84.98
Case	 70.50	 45.091	 82.81	 36.3367	 82.53	 96.36876	 67.67	 23.391	 49.585	 52.00	 87.181	  3.754	 10.92	 63.36	  2.079	 92.5509	 98.849	 63.670	 56.46	 98.13	 47.020	 94.466	  9.967	 11.0879	 49.05	  5.8	 39.511	 83.93	 20.64	 91.01	 86.04	  9.21	 36.800	 66.42	 28.09	  3.97	 18.80	 79.87	 51.58	 60.164	 91.99	 21.33	 33.772	  1.11	 61.120	 43.17	 44.78	 75.99	 69.82	 60.36	 72.01	 43.51	 54.86	 35.72	 19.64	 65.89	 48.95	 68.45	 19.19	 34.24	 76.181	 66.69	 55.68	 51.489	 24.822	 45.3897	 48.36	 44.14	 85.64	  1.78	 44.605	 96.34	 65.43	 14.134	 70.454	 82.966	 36.19	 64.60	 55.067	 36.71	 49.43	 33.8908	 44.91	 38.9014	 67.84	 75.752	 95.29	 91.17	 19.46	 82.983	 65.060	 79.970	 57.92	 43.38	 21.175	 98.260	 32.482	  6.443	  4.48	  7.20
Case	 95.92	 23.830	 72.93	 34.6051	 93.13	 98.41940	 47.86	 11.301	 63.704	 54.75	 33.576	  9.987	 49.70	 44.01	 99.756	 50.7371	 33.057	 16.042	 19.75	 71.78	 34.574	 56.349	 28.462	 69.6270	 80.25	 56.7	 85.352	 32.54	  5.50	 34.29	  7.48	 78.97	 60.002	 14.83	 34.56	  0.23	 99.47	 52.26	 73.40	 86.816	 29.24	 20.36	 80.775	 49.98	 23.967	 84.47	 59.15	  3.63	 65.49	 74.99	 95.25	 84.48	 22.54	 93.35	 41.25	  1.07	  4.62	 67.64	 94.41	 12.72	 28.584	 42.74	 37.59	 35.477	 12.316	 47.8651	 65.00	 83.13	 50.63	 19.62	 32.411	 87.01	 33.54	 29.722	  2.673	 81.677	 24.85	 96.32	 20.096	  2.18	 37.27	  8.6733	  1.38	 79.9857	 27.80	 91.167	 30.50	  0.82	 58.38	 19.596	 51.516	 11.167	 97.36	 13.03	 64.823	 16.981	 76.590	  3.210	 87.80	 99.66
Case	 42.78	 10.431	 75.25	 94.0248	 37.51	 90.30782	  0.07	 17.150	 25.620	 34.53	 87.487	 70.994	 75.79	 20.44	 23.741	 70.7854	 37.116	 56.671	 70.90	 97.58	 71.339	  8.095	 54.784	 43.3434	  3.71	 36.5	 39.351	 50.09	 23.41	 48.99	 80.78	  1.35	 34.175	 71.84	  6.13	 85.11	 84.72	 58.63	 22.45	 34.264	 51.71	 63.32	 10.692	 46.83	 90.851	 86.92	 57.52	 91.56	 47.73	  3.39	 14.39	 60.68	  2.77	 81.41	 24.42	 46.37	 46.05	 87.39	 88.18	 35.88	 76.630	  4.69	 81.79	 95.619	 31.692	  9.9584	 44.84	 24.54	 64.13	 99.79	 15.396	 90.30	 36.94	 41.764	 24.947	 28.193	 42.56	 14.56	 20.614	 54.13	 79.75	  8.9361	 91.36	 86.9275	 41.16	 21.066	 75.25	 21.45	 99.59	 48.321	 41.442	 83.975	 24.74	 93.90	 41.563	 65.241	 44.139	 72.683	 95.12	 49.25
Control	 13.59	  4.278	 27.98	 45.6203	  4.57	 24.41707	 19.30	 93.871	 70.661	 51.59	 10.970	 85.609	 93.15	 25.66	 70.240	 67.4313	 36.983	 72.935	 25.91	 18.13	 12.232	 11.374	 58.458	 16.1992	  3.91	 64.0	 47.378	 53.38	 96.19	 50.86	 91.50	 22.05	 57.319	 57.38	  3.56	 40.70	 72.26	 59.77	 71.72	  8.572	 37.49	 76.10	 62.028	 45.54	 75.419	 14.00	 16.13	 50.38	 94.81	 10.16	 32.68	 19.48	 44.83	 47.58	 68.91	 90.92	 82.53	  9.25	 68.78	 96.57	 15.419	 62.60	 18.66	 51.048	 84.507	 44.8912	  3.24	 99.43	  2.41	 28.04	 28.825	 76.62	 58.38	 23.068	 35.960	 64.232	 47.17	 26.27	 82.245	 42.30	 64.99	 88.9470	 58.97	 64.9500	 57.18	 94.963	 26.34	 12.22	 93.71	 26.788	 51.898	 26.060	 20.97	 49.13	 98.391	 31.276	 39.247	 78.454	 39.21	 39.32
Case	 81.37	 99.110	  5.36	 43.0419	 58.86	  7.55456	  9.66	 47.439	 68.939	 33.11	 91.314	 18.096	 71.86	 67.00	 80.839	 91.6545	 67.832	 65.061	 66.79	 72.10	  9.977	 59.647	 38.769	 52.0997	 46.98	 20.0	 87.020	  0.98	 19.23	 40.02	 66.78	  9.74	 52.741	 41.42	 62.27	 57.68	 67.97	 81.05	  0.24	 90.274	 18.19	 80.80	 57.407	 26.81	 21.520	  7.99	 54.43	 95.53	 77.96	 14.64	 58.79	 47.71	 92.95	 52.47	 97.66	 37.64	 61.00	 69.54	 91.09	 48.05	 65.691	 74.62	 49.53	 40.122	 76.837	 14.7577	 54.86	 21.48	 81.23	 51.36	  6.186	 66.96	 91.91	 74.826	 84.161	 15.297	 29.13	 54.64	 78.155	 47.48	  4.45	 41.0456	 17.65	 64.6573	 29.30	 17.909	 25.93	 63.67	  1.93	 93.586	 38.598	 56.944	 71.19	 58.34	 11.204	  9.286	 33.585	 82.390	 46.32	 95.48
Case	 80.68	 68.498	 77.71	 45.3061	  8.46	  9.32775	  8.83	  1.417	 76.747	 56.72	 54.604	 97.035	 33.09	 72.82	 17.923	 65.4517	 10.769	 31.375	 23.91	 34.28	 55.267	 72.495	 87.148	 61.2990	 35.24	 37.1	 77.432	 88.02	 76.16	 57.49	 74.46	 26.48	  5.219	 46.91	 94.26	 78.62	 35.70	 48.61	 48.75	 31.163	 62.20	 82.89	 38.780	 19.00	 65.698	 44.34	 89.92	 32.83	 96.94	 95.92	 16.48	 95.04	 33.26	 19.89	  3.45	 71.47	 25.52	 32.97	 89.91	 88.59	 44.114	  9.35	 73.45	 25.382	 29.564	 12.5550	 47.84	 11.85	 53.99	 69.07	 65.994	 21.23	 92.48	 23.781	 77.437	 69.250	 91.80	 50.57	 31.593	 44.14	 27.88	 22.7293	 39.64	 72.3495	 37.74	 23.749	 47.00	 29.66	 61.95	 15.496	 59.355	 44.735	 52.50	 30.91	 76.511	 42.196	 35.107	 88.057	 50.07	 57.90
Control	 90.81	 68.302	 34.08	 72.8531	 57.00	 23.65466	 84.98	 95.364	 64.212	 44.69	 50.047	 60.057	 27.09	 10.37	  0.508	 27.4892	 62.096	 95.299	 96.81	 21.85	 40.581	 34.727	 95.113	 62.2264	 12.79	 64.2	  1.189	 68.15	 81.52	 36.57	 76.92	 34.14	 19.136	 23.08	 88.78	 82.39	 53.51	 41.87	 88.05	  7.303	 29.48	 11.86	 29.812	  5.94	 84.335	 41.08	 97.02	 67.22	 37.76	 43.37	  6.71	 88.73	 75.97	  3.04	 55.83	 93.10	 64.09	 59.63	 90.16	 91.59	 62.146	 89.32	 13.86	 68.101	 13.755	 96.2725	 20.32	 16.71	 32.12	 61.45	 68.417	 48.21	 97.87	  2.950	 58.172	 93.010	 26.86	 79.44	  1.946	 78.93	 48.88	 27.8040	 51.15	 89.2743	 90.90	 53.900	 58.26	 44.43	 21.06	 17.622	 96.797	 69.043	 47.36	 77.57	 58.033	 94.307	 70.852	 33.919	 93.79	 50.37
Control	 70.36	 73.275	 29.96	  1.8980	 97.54	 79.63651	 26.67	 76.042	 66.086	 95.65	 65.147	 64.716	 37.38	 54.83	 48.279	 53.8855	 87.228	 81.782	 48.51	  4.94	 24.021	 34.231	 20.759	 45.7699	 25.36	 70.8	  9.617	 30.81	 53.02	 75.39	 37.77	 70.77	 17.630	 52.88	 49.86	 70.31	 95.88	 63.05	 58.64	 45.117	 50.13	 28.13	 84.084	 37.24	 57.159	 31.67	 81.41	 49.31	  6.89	 71.61	 20.31	 59.36	 87.17	  3.08	 79.61	 39.18	 53.10	 38.47	  7.10	 55.48	 89.389	 46.67	 11.38	 94.548	 29.144	 19.0850	 97.83	 68.52	  8.70	 64.18	 18.200	 74.38	 10.67	 48.836	 81.636	 91.312	 45.83	 59.79	 29.601	 86.99	 21.84	 23.0305	  9.79	 86.8504	  3.64	 16.357	 52.90	 14.88	 78.28	 17.025	 21.220	 88.424	  0.21	 74.35	 95.869	 88.651	 56.953	 90.734	 75.54	 99.94
Case	 45.88	 45.391	 49.69	 39.7920	 60.05	 31.43323	  8.71	  5.644	 81.578	 47.42	 73.555	 15.594	  9.08	 33.27	 42.821	 24.1205	 84.209	 79.446	 20.92	 70.08	 49.904	 75.865	 70.987	 46.5575	 79.23	 70.6	 31.240	 90.84	 80.02	 26.61	 87.82	 31.40	 54.581	 48.46	 14.47	 44.88	 19.58	 81.72	 18.08	 44.150	 34.70	 84.68	 94.301	 39.58	 37.629	 64.71	 27.65	 81.78	 15.25	 49.41	 92.87	 59.08	 24.72	 16.41	 72.73	  4.40	 10.62	 29.71	 89.87	  2.04	 95.887	 34.47	 58.49	 15.969	 51.495	 12.0019	 22.57	 44.93	 51.58	 86.28	 90.142	 31.20	  9.06	 85.814	 38.986	 49.272	 22.25	 88.27	 26.219	 72.51	 48.04	 62.9918	 83.27	 43.9009	 19.87	 69.905	 24.93	 22.27	 93.32	 59.041	 69.619	 50.688	 87.30	 74.53	  1.531	 16.783	 81.713	 93.357	 70.95	 69.03
Case	  8.16	 79.421	  4.79	 11.8529	  9.39	 61.45145	 62.88	 76.946	 74.435	 28.00	 89.832	 48.149	 63.14	 62.22	 59.612	 85.0380	 76.711	 57.816	 37.45	 87.97	  8.751	 21.933	 61.392	 44.4945	 76.73	 44.2	 38.437	 52.46	 79.41	 26.82	 97.23	 17.14	 84.075	 74.03	 10.58	 20.91	 14.62	 92.63	 88.89	 20.431	 85.38	 10.85	  4.935	 86.38	 69.945	 92.08	 62.70	 39.93	 74.15	 97.90	 20.29	 28.54	 47.32	 65.46	  1.28	 34.26	 71.45	  1.01	  4.59	 43.53	 78.905	  7.20	 62.88	 72.225	 34.532	 18.3357	 41.88	 93.48	 91.81	  3.10	 91.979	 49.92	 67.58	 56.580	  5.284	 28.089	 24.67	 98.76	 74.500	 87.16	 38.26	 30.4181	 68.63	 15.8552	 15.50	 28.939	 88.15	 97.74	 60.52	 95.758	  7.763	 41.113	 74.68	 15.31	 31.485	 53.675	 72.578	  0.220	 34.86	 61.91
Control	 73.07	 64.314	 97.82	 49.6275	 48.58	 39.98487	 72.48	 78.101	 48.200	 72.57	 11.019	  7.531	 39.88	 94.61	 21.569	 70.8530	 67.713	 28.853	 12.79	 66.65	 56.257	 85.232	 80.990	 65.7670	 51.40	 71.3	 23.871	 48.70	  1.12	 89.12	 37.27	 95.05	 38.094	 93.57	 43.30	  9.77	 98.12	 83.88	 97.56	 19.185	 59.17	  1.75	 69.323	 46.11	 77.182	 26.56	 64.15	 33.99	 75.84	 66.43	 11.79	  3.81	  7.79	 70.69	 76.07	 34.53	 29.13	 62.43	 52.07	 21.10	 25.235	  9.04	 17.05	 25.768	  6.463	 56.3584	  5.38	 71.35	  2.89	 20.27	 29.610	 49.64	  4.19	 63.396	 76.250	  9.747	 36.93	 42.73	 98.728	  7.99	 56.68	  8.7906	 37.58	 48.9294	 79.46	 74.620	 13.80	 21.22	  0.74	 37.055	 83.867	 89.736	 20.20	 72.82	 59.195	 22.045	 28.464	 13.191	 35.99	 56.62
Case	 93.27	 60.561	 87.70	 32.5038	 13.65	 57.39811	 92.35	 70.053	 50.004	 81.11	 32.559	 11.431	 28.65	 44.60	 50.836	 29.4363	 60.848	 82.147	 83.76	 83.29	 10.829	 11.016	 93.462	 42.9992	 96.62	 87.0	 26.794	 37.07	  0.07	 41.21	 13.86	 70.77	 26.412	 81.42	  4.25	  6.97	 38.90	  3.94	 71.34	  8.362	 45.82	 41.34	  7.611	 99.06	 43.466	  8.87	 41.64	 18.16	 72.17	 53.53	 97.31	 29.05	 38.75	  7.55	 31.33	 78.69	 63.81	  2.67	  9.16	 10.43	 59.608	 22.36	 63.25	  8.152	 50.607	  3.7075	 21.02	 62.80	  9.50	 94.46	 37.109	 66.13	 16.18	 28.079	 39.077	 61.364	  3.52	 15.10	 53.932	 35.15	 19.76	 95.8129	 87.44	 87.8778	 67.04	  0.015	 93.62	 84.17	 98.77	 46.301	 77.107	 89.656	 56.06	 57.71	  4.155	 77.893	 64.148	  6.371	 68.27	 52.24
Case	  3.59	 25.684	 55.08	 33.2085	 44.02	 50.76660	 89.50	 93.914	 64.078	 21.20	 78.871	 17.496	 18.18	 35.75	 93.300	  9.6719	 47.867	 20.621	  0.48	 70.53	 92.420	 46.794	 20.737	 41.4407	 36.75	 95.2	 85.606	 51.93	 97.51	 16.88	 46.02	 75.68	  4.729	 89.56	 97.75	 48.92	 19.26	 96.95	 61.61	 25.133	 53.45	 59.09	 73.182	 30.81	 29.559	 87.50	 56.80	 21.76	 88.07	 96.41	 71.27	 38.14	 17.95	 75.75	 52.05	 70.61	 48.86	 93.20	 99.33	 12.15	  8.929	 72.22	  8.69	 27.058	 48.806	 53.0922	 33.54	 74.33	 45.95	 19.08	 84.320	 79.43	 28.02	 45.143	 25.489	 66.484	 82.94	 42.24	 22.773	 51.05	 36.23	 38.9740	 88.75	 25.9786	 38.15	 59.020	 93.75	 86.95	 98.06	 71.059	 44.607	  5.023	 90.68	 50.03	 32.985	 76.667	 91.785	  5.041	 22.00	 40.64
Control	 10.70	 63.081	 59.97	 59.9763	  6.06	 56.56577	 37.71	 72.538	 65.825	 72.57	 36.978	 62.517	 55.05	 27.57	 51.227	 96.4103	 57.265	 53.375	 72.17	 90.40	 67.180	 97.102	 20.501	 29.9200	 57.69	 77.8	 47.540	 34.88	 60.51	 18.09	 35.70	 40.82	 13.800	 42.87	 95.08	  4.43	 96.48	 85.62	 40.00	 29.576	 94.35	 51.63	 97.855	 50.98	 94.584	 94.96	 18.09	 74.06	  7.38	 47.56	 11.29	 50.65	 30.80	 76.72	 35.01	 38.65	 98.63	 67.26	 58.22	 37.41	 11.935	 53.43	 52.57	 81.393	 84.998	 63.3850	 34.31	 99.85	 19.11	 49.38	  0.126	 64.85	 62.80	 89.909	 63.905	 23.884	  4.33	 77.37	 23.012	 26.22	 95.09	 23.9777	 83.04	 35.2272	 13.38	 18.719	 17.36	 65.80	 95.26	 48.174	 10.211	 54.352	 95.89	 67.98	 91.511	 44.922	 67.404	 99.773	 28.59	 75.03
Case	 39.64	 10.090	 32.60	 80.3977	 48.60	 48.21477	 59.57	 79.975	 92.961	  3.78	 57.329	 18.163	 11.71	 81.96	 48.402	 19.8379	 33.801	 41.725	 35.82	 21.82	 93.183	 34.501	 56.043	 31.5320	  0.10	 63.3	 29.337	 49.21	  7.72	 68.75	 22.06	  4.09	 76.552	 41.04	 60.21	 23.67	 74.30	 97.46	 33.01	 64.072	 63.74	 93.47	 37.082	  2.53	 49.753	 99.01	 30.74	 33.82	 29.09	  4.65	 27.30	 25.75	 25.43	 36.11	 95.89	 77.98	  8.12	 94.92	 49.57	 46.64	 52.674	 23.86	 60.78	 40.310	 22.899	 31.7989	 44.45	 93.82	 21.70	 29.70	 91.229	 80.22	 87.90	 53.121	 11.902	 54.377	 19.87	 75.41	 31.920	 86.04	  0.78	  5.6165	 60.19	 35.1558	 35.62	  0.276	  7.94	 99.03	 62.51	 77.796	 88.200	 44.286	 90.22	 20.09	 13.321	 22.761	 19.899	 75.527	 35.55	 67.18
Control	 15.23	 63.879	 70.02	 99.8611	 50.66	 13.72351	 63.81	 67.068	 44.699	 76.90	 86.050	 26.022	 86.24	 59.77	  8.098	 78.3151	 36.083	 45.420	 26.13	  8.05	 28.001	 58.936	 89.528	 49.2304	 87.59	 33.7	  7.253	 60.63	 39.90	 22.02	 24.73	 43.89	 90.874	  9.26	 78.98	 27.52	 45.10	 48.77	 41.79	 98.415	 48.57	 26.05	 28.566	  4.71	 21.459	  8.50	 69.22	 17.45	  5.82	 32.66	 95.26	 23.73	 68.56	 55.01	 89.68	 32.80	  2.17	  0.91	 89.75	  7.04	 16.076	 17.32	 70.66	 97.852	 16.762	 95.3308	 99.38	 78.93	 31.15	 30.78	 12.613	 62.17	  2.60	 88.453	 21.802	 17.973	 23.55	 95.80	 52.293	  8.56	  8.76	 57.7753	 48.14	 30.7511	 42.90	 57.864	 18.97	 95.76	 66.10	 64.139	 25.774	 15.248	 49.17	 92.00	  6.655	 18.617	 85.485	 57.705	 33.36	 73.16
Control	 11.31	 33.631	 54.00	  7.9345	 98.75	 42.08695	  9.32	 13.883	 79.381	  6.07	 84.293	 77.632	 80.73	  0.50	 32.736	 75.1910	 83.375	 75.262	 51.91	  3.85	 14.898	 80.685	 25.176	 35.0525	 75.02	 61.0	 40.284	 87.89	 98.99	 28.58	 33.07	  7.84	 89.323	 77.94	 76.57	 99.48	 60.55	 51.55	 80.64	 87.241	 83.49	 71.07	 99.832	 37.27	 22.712	 48.33	 21.02	  4.61	 39.08	 36.04	 12.06	 26.40	 12.68	 74.28	 84.48	 63.79	 61.78	 42.90	 69.21	 26.70	 31.309	 94.38	 61.70	 45.773	 30.497	 37.1180	  0.18	 27.54	 18.24	 45.42	 68.977	 86.31	 29.26	 88.563	  6.363	 72.567	 88.86	 91.06	 45.860	 26.60	 59.49	 57.1039	 83.06	 63.3608	 13.77	 32.434	  8.15	 78.45	 83.51	 23.037	 53.107	 45.689	 27.05	 23.45	 37.094	 35.021	 86.567	 25.072	 87.47	 10.49
